brand_key,chain,mall_id,mall_name,region
ace hardware,sm,sm-center-las-pinas,SM Center Las Piñas,metro-manila
ace hardware,sm,sm-center-lemery,SM Center Lemery,south-luzon
ace hardware,sm,sm-center-muntinlupa,SM Center Muntinlupa,metro-manila
ace hardware,sm,sm-center-ormoc,SM Center Ormoc,visayas
ace hardware,sm,sm-center-pasig,SM Center Pasig,metro-manila
ace hardware,sm,sm-center-pulilan,SM Center Pulilan,north-luzon
ace hardware,sm,sm-center-san-pedro,SM Center San Pedro,south-luzon
ace hardware,sm,sm-center-sangandaan,SM Center Sangandaan,north-luzon
ace hardware,sm,sm-center-tuguegarao-downtown,SM Center Tuguegarao Downtown,north-luzon
ace hardware,sm,sm-cherry-antipolo,SM Center Antipolo Downtown,metro-manila
ace hardware,sm,sm-cherry-congressional,SM Center Congressional,metro-manila
ace hardware,sm,sm-city-bacolod,SM City Bacolod,visayas
ace hardware,sm,sm-city-bacoor,SM City Bacoor,south-luzon
ace hardware,sm,sm-city-baguio,SM City Baguio,north-luzon
ace hardware,sm,sm-city-baliwag,SM City Baliwag,north-luzon
ace hardware,sm,sm-city-bataan,SM City Bataan,north-luzon
ace hardware,sm,sm-city-batangas,SM City Batangas,south-luzon
ace hardware,sm,sm-city-bf-paranaque,SM City BF Parañaque,metro-manila
ace hardware,sm,sm-city-bicutan,SM City Bicutan,metro-manila
ace hardware,sm,sm-city-butuan,SM City Butuan,mindanao
ace hardware,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
ace hardware,sm,sm-city-cagayan-de-oro,SM City CDO Uptown,mindanao
ace hardware,sm,sm-city-calamba,SM City Calamba,south-luzon
ace hardware,sm,sm-city-caloocan,SM City Caloocan,metro-manila
ace hardware,sm,sm-city-cauayan,SM City Cauayan,north-luzon
ace hardware,sm,sm-city-cebu,SM City Cebu,visayas
ace hardware,sm,sm-city-clark,SM City Clark,north-luzon
ace hardware,sm,sm-city-consolacion,SM City Consolacion,visayas
ace hardware,sm,sm-city-daet,SM City Daet,south-luzon
ace hardware,sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon
ace hardware,sm,sm-city-davao,SM City Davao,mindanao
ace hardware,sm,sm-city-east-ortigas,SM City East Ortigas,metro-manila
ace hardware,sm,sm-city-general-santos,SM City General Santos,mindanao
ace hardware,sm,sm-city-grand-central,SM City Grand Central,metro-manila
ace hardware,sm,sm-city-iloilo,SM City Iloilo,visayas
ace hardware,sm,sm-city-la-union,SM City La Union,north-luzon
ace hardware,sm,sm-city-laoag,SM City Laoag,north-luzon
ace hardware,sm,sm-city-legazpi,SM City Legazpi,south-luzon
ace hardware,sm,sm-city-lipa,SM City Lipa,south-luzon
ace hardware,sm,sm-city-lucena,SM City Lucena,south-luzon
ace hardware,sm,sm-city-manila,SM City Manila,metro-manila
ace hardware,sm,sm-city-marikina,SM City Marikina,metro-manila
ace hardware,sm,sm-city-marilao,SM City Marilao,north-luzon
ace hardware,sm,sm-city-masinag,SM City Masinag,metro-manila
ace hardware,sm,sm-city-mindpro,SM City Mindpro,mindanao
ace hardware,sm,sm-city-molino,SM City Molino,south-luzon
ace hardware,sm,sm-city-naga,SM City Naga,south-luzon
ace hardware,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
ace hardware,sm,sm-city-novaliches,SM City Novaliches,metro-manila
ace hardware,sm,sm-city-olongapo-central,SM City Olongapo Central,north-luzon
ace hardware,sm,sm-city-olongapo-downtown,SM City Olongapo Downtown,north-luzon
ace hardware,sm,sm-city-pampanga,SM City Pampanga,north-luzon
ace hardware,sm,sm-city-puerto-princesa,SM City Puerto Princesa,south-luzon
ace hardware,sm,sm-city-rosales,SM City Rosales,north-luzon
ace hardware,sm,sm-city-rosario,SM City Rosario,south-luzon
ace hardware,sm,sm-city-roxas,SM City Roxas,visayas
ace hardware,sm,sm-city-san-fernando-downtown,SM City San Fernando Downtown,north-luzon
ace hardware,sm,sm-city-san-jose-del-monte,SM City San Jose Del Monte,north-luzon
ace hardware,sm,sm-city-san-lazaro,SM City San Lazaro,metro-manila
ace hardware,sm,sm-city-san-mateo,SM City San Mateo,metro-manila
ace hardware,sm,sm-city-san-pablo,SM City San Pablo,south-luzon
ace hardware,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
ace hardware,sm,sm-city-sorsogon,SM City Sorsogon,south-luzon
ace hardware,sm,sm-city-sta-mesa,SM City Sta. Mesa,metro-manila
ace hardware,sm,sm-city-sucat,SM City Sucat,metro-manila
ace hardware,sm,sm-city-tanza,SM City Tanza,south-luzon
ace hardware,sm,sm-city-tarlac,SM City Tarlac,north-luzon
ace hardware,sm,sm-city-taytay,SM City Taytay,metro-manila
ace hardware,sm,sm-city-telabastagan,SM City Telabastagan,north-luzon
ace hardware,sm,sm-city-trece-martires,SM City Trece Martires,south-luzon
ace hardware,sm,sm-city-tuguegarao,SM City Tuguegarao,north-luzon
ace hardware,sm,sm-city-urdaneta-central,SM City Urdaneta Central,north-luzon
ace hardware,sm,sm-city-valenzuela,SM City Valenzuela,metro-manila
ace hardware,sm,sm-jmall,SM J Mall,visayas
ace hardware,sm,sm-lanang,SM Lanang,mindanao
ace hardware,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
ace hardware,sm,sm-megacenter-cabanatuan,SM Megacenter Cabanatuan,north-luzon
ace hardware,sm,sm-megamall,SM Megamall,metro-manila
ace hardware,sm,sm-savemore-tacloban,SM Savemore Tacloban,visayas
ace hardware,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
ace hardware,sm,sm-southmall,SM Southmall,metro-manila
ace hardware,sm,smdc-light-mall,SMDC Light Mall,metro-manila
ace hardware,sm,smdc-mplace-mall,SMDC Mplace Mall,metro-manila
ace hardware,sm,wind-residences,Wind Residences,south-luzon
ace hardware,waltermart,antipolo,WalterMart Antipolo,metro-manila
ace hardware,waltermart,bacoor,WalterMart Bacoor,south-luzon
ace hardware,waltermart,balanga,WalterMart Balanga,north-luzon
ace hardware,waltermart,balayan,WalterMart Balayan,south-luzon
ace hardware,waltermart,baliwag,WalterMart Baliwag,north-luzon
ace hardware,waltermart,batangas-city,WalterMart Batangas City,south-luzon
ace hardware,waltermart,cabanatuan,WalterMart Cabanatuan,north-luzon
ace hardware,waltermart,caloocan,WalterMart Caloocan,metro-manila
ace hardware,waltermart,candelaria,WalterMart Candelaria,south-luzon
ace hardware,waltermart,capas,WalterMart Capas,north-luzon
ace hardware,waltermart,concepcion,WalterMart Concepcion,north-luzon
ace hardware,waltermart,malolos,WalterMart Malolos,north-luzon
ace hardware,waltermart,naic,WalterMart Naic,south-luzon
ace hardware,waltermart,nasugbu,WalterMart Nasugbu,south-luzon
ace hardware,waltermart,paniqui,WalterMart Paniqui,north-luzon
ace hardware,waltermart,sta-rosa-bel-air,WalterMart Sta. Rosa Bel-Air,south-luzon
ace hardware,waltermart,subic,WalterMart Subic,north-luzon
ace hardware,waltermart,talavera,WalterMart Talavera,north-luzon
ace hardware,waltermart,taytay,WalterMart Taytay,metro-manila
ace hardware,waltermart,the-junction,WalterMart The Junction,metro-manila
acebedo optical,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
acebedo optical,sm,sm-city-mindpro,SM City Mindpro,mindanao
acebedo optical,starmall,san-jose-del-monte,Starmall San Jose del Monte,north-luzon
acebedo panol optical,robinsons,robinsons-tuguegarao,Robinsons Place Tuguegarao,north-luzon
acefast,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
acer,ayala,ayala-abreeza,Abreeza,mindanao
acer,ayala,ayala-centrio,Centrio Mall,mindanao
acer,ayala,ayala-glorietta,Glorietta,metro-manila
acer,ayala,ayala-legazpi,Ayala Malls Legazpi,south-luzon
acer,ayala,ayala-market-market,Market! Market!,metro-manila
acer,ayala,ayala-trinoma,Trinoma,metro-manila
acer,filinvest,festival-mall,Festival Mall,metro-manila
acer,ortigas,greenhills,Greenhills,metro-manila
acer,robinsons,robinsons-ilocos,Robinsons Place Ilocos,north-luzon
acer,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
acer,robinsons,robinsons-pagadian,Robinsons Pagadian,mindanao
acer,robinsons,robinsons-santiago,Robinsons Place Santiago,north-luzon
acer,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
acer,robinsons,robinsons-valencia,Robinsons Place Valencia,mindanao
acer,sm,sm-center-ormoc,SM Center Ormoc,visayas
acer,sm,sm-center-tuguegarao-downtown,SM Center Tuguegarao Downtown,north-luzon
acer,sm,sm-city-bacolod,SM City Bacolod,visayas
acer,sm,sm-city-bacoor,SM City Bacoor,south-luzon
acer,sm,sm-city-baguio,SM City Baguio,north-luzon
acer,sm,sm-city-batangas,SM City Batangas,south-luzon
acer,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
acer,sm,sm-city-calamba,SM City Calamba,south-luzon
acer,sm,sm-city-cebu,SM City Cebu,visayas
acer,sm,sm-city-clark,SM City Clark,north-luzon
acer,sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon
acer,sm,sm-city-davao,SM City Davao,mindanao
acer,sm,sm-city-fairview,SM City Fairview,metro-manila
acer,sm,sm-city-general-santos,SM City General Santos,mindanao
acer,sm,sm-city-grand-central,SM City Grand Central,metro-manila
acer,sm,sm-city-iloilo,SM City Iloilo,visayas
acer,sm,sm-city-legazpi,SM City Legazpi,south-luzon
acer,sm,sm-city-lucena,SM City Lucena,south-luzon
acer,sm,sm-city-mindpro,SM City Mindpro,mindanao
acer,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
acer,sm,sm-city-pampanga,SM City Pampanga,north-luzon
acer,sm,sm-city-sorsogon,SM City Sorsogon,south-luzon
acer,sm,sm-city-sto-tomas,SM City Sto. Tomas,south-luzon
acer,sm,sm-city-tanza,SM City Tanza,south-luzon
acer,sm,sm-city-tuguegarao,SM City Tuguegarao,north-luzon
acer,sm,sm-city-urdaneta-central,SM City Urdaneta Central,north-luzon
acer,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
acer,sm,sm-megamall,SM Megamall,metro-manila
aces farm fresh,sm,sm-city-baliwag,SM City Baliwag,north-luzon
aces farm fresh,sm,sm-city-batangas,SM City Batangas,south-luzon
aces farm fresh,sm,sm-city-lipa,SM City Lipa,south-luzon
aces farm fresh,sm,sm-city-manila,SM City Manila,metro-manila
aces farm fresh,sm,sm-city-pampanga,SM City Pampanga,north-luzon
aces farm fresh,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
aces farm fresh,sm,sm-city-sto-tomas,SM City Sto. Tomas,south-luzon
aceshield cellphone accessories,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
acg medical clinic,robinsons,robinsons-galleria-cebu,Robinsons Galleria Cebu,visayas
acme jewelry,ayala,ayala-glorietta,Glorietta,metro-manila
acme jewelry,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
acme jewelry,ayala,one-ayala-mall,One Ayala,metro-manila
acme jewelry,filinvest,festival-mall,Festival Mall,metro-manila
acme jewelry,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
acme jewelry,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
acmobility,robinsons,robinsons-roxas,Robinsons Place Roxas,visayas
acms medical and diagnostic services,sm,sm-city-trece-martires,SM City Trece Martires,south-luzon
acne clinic,robinsons,robinsons-cybergate-cebu,Robinsons Cybergate Cebu,visayas
acom,starmall,edsa-shaw,Starmall EDSA-Shaw,metro-manila
acom consumer finance,waltermart,bicutan,WalterMart Bicutan,metro-manila
acom consumer finance corp,waltermart,antipolo,WalterMart Antipolo,metro-manila
acom consumer finance corp,waltermart,north-edsa,WalterMart North EDSA,metro-manila
acom consumer finance corp,waltermart,sucat,WalterMart Sucat,metro-manila
acom consumer finance corp,waltermart,trece-martires,WalterMart Trece Martires,south-luzon
acom consumer finance corporation,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
acom consumer finance corporation,waltermart,sta-maria,WalterMart Sta. Maria,north-luzon
acom consumer finance corporaton,starmall,alabang,Starmall Alabang,metro-manila
acom consumer finance incorporated,waltermart,gapan,WalterMart Gapan,north-luzon
acqua suisse perfume bar,sm,sm-city-baguio,SM City Baguio,north-luzon
acqua suisse perfume bar,sm,sm-city-batangas,SM City Batangas,south-luzon
acqua suisse perfume bar,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
acqua suisse perfume bar,sm,sm-city-cebu,SM City Cebu,visayas
acqua suisse perfume bar,sm,sm-city-clark,SM City Clark,north-luzon
acqua suisse perfume bar,sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon
acqua suisse perfume bar,sm,sm-city-davao,SM City Davao,mindanao
acqua suisse perfume bar,sm,sm-city-fairview,SM City Fairview,metro-manila
acqua suisse perfume bar,sm,sm-city-lipa,SM City Lipa,south-luzon
acqua suisse perfume bar,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
acqua suisse perfume bar,sm,sm-city-puerto-princesa,SM City Puerto Princesa,south-luzon
acqua suisse perfume bar,sm,sm-city-rosales,SM City Rosales,north-luzon
acqua suisse perfume bar,sm,sm-city-san-jose-del-monte,SM City San Jose Del Monte,north-luzon
acqua suisse perfume bar,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
acqua suisse perfume bar,sm,sm-city-sucat,SM City Sucat,metro-manila
acqua suisse perfume bar,sm,sm-city-tarlac,SM City Tarlac,north-luzon
acqua suisse perfume bar,sm,sm-lanang,SM Lanang,mindanao
acqua suisse perfume bar,sm,sm-megamall,SM Megamall,metro-manila
acqua suisse perfume bar,sm,sm-southmall,SM Southmall,metro-manila
acquasuisse,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
acquasuisse perfume bar,ayala,ayala-abreeza,Abreeza,mindanao
across,sm,sm-city-marilao,SM City Marilao,north-luzon
activate sports center,sm,smdc-light-mall,SMDC Light Mall,metro-manila
active eyewear,sm,sm-city-taytay,SM City Taytay,metro-manila
active fun,sm,sm-megamall,SM Megamall,metro-manila
active hearing,robinsons,robinsons-lipa,Robinsons Place Lipa,south-luzon
active hearing center,ayala,ayala-cloverleaf,Ayala Malls Cloverleaf,metro-manila
active hearing center,filinvest,festival-mall,Festival Mall,metro-manila
active hearing center,megaworld,festive-walk-mall-iloilo,Festive Walk Mall,visayas
active hearing center,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
active hearing center,sm,sm-city-clark,SM City Clark,north-luzon
active hearing center,sm,sm-city-lucena,SM City Lucena,south-luzon
active hearing center,sm,sm-city-marikina,SM City Marikina,metro-manila
active hearing center,sm,sm-city-olongapo-central,SM City Olongapo Central,north-luzon
active hearing center,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
active vision,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
acts church,filinvest,festival-mall,Festival Mall,metro-manila
acts manila,megaworld,greenhouse-village-square,The Greenhouse at Village Square,metro-manila
aczesoriz,robinsons,robinsons-ilocos,Robinsons Place Ilocos,north-luzon
ad lynx,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
ada cellphone and accessories,robinsons,robinsons-galleria-cebu,Robinsons Galleria Cebu,visayas
adamas,ortigas,greenhills,Greenhills,metro-manila
adams quest,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
adc herrero general merchandise,araneta,ali-mall,Ali Mall,metro-manila
addas,sm,sm-city-baliwag,SM City Baliwag,north-luzon
addas,waltermart,north-edsa,WalterMart North EDSA,metro-manila
addas confectionery,sm,sm-center-sangandaan,SM Center Sangandaan,north-luzon
addsome,ortigas,greenhills,Greenhills,metro-manila
adelings native delicacies,waltermart,guiguinto,WalterMart Guiguinto,north-luzon
adelings native delicacies,waltermart,malolos,WalterMart Malolos,north-luzon
adidas,ayala,ayala-abreeza,Abreeza,mindanao
adidas,ayala,ayala-bonifacio-high-street,Bonifacio High Street,metro-manila
adidas,ayala,ayala-capitol-central,Ayala Malls Capitol Central,visayas
adidas,ayala,ayala-centrio,Centrio Mall,mindanao
adidas,ayala,ayala-fairview-mall,Fairview Terraces,metro-manila
adidas,ayala,ayala-greenbelt,Greenbelt,metro-manila
adidas,ayala,ayala-malls-central-bloc,Ayala Malls Central Bloc,visayas
adidas,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
adidas,ayala,ayala-market-market,Market! Market!,metro-manila
adidas,ayala,ayala-marquee,MarQuee Mall,north-luzon
adidas,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
adidas,ayala,ayala-vermosa,Ayala Malls Vermosa,south-luzon
adidas,ayala,ayala-vertis,Ayala Malls Vertis North,metro-manila
adidas,filinvest,festival-mall,Festival Mall,metro-manila
adidas,fishermall,quezonave,Fisher Mall Quezon Avenue,metro-manila
adidas,megaworld,eastwood-mall,Eastwood Mall,metro-manila
adidas,megaworld,festive-walk-mall-iloilo,Festive Walk Mall,visayas
adidas,megaworld,southwoods-mall,Southwoods Mall,south-luzon
adidas,megaworld,uptown-mall,Uptown Mall,metro-manila
adidas,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,metro-manila
adidas,ortigas,estancia,Estancia,metro-manila
adidas,ortigas,greenhills,Greenhills,metro-manila
adidas,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
adidas,robinsons,robinsons-dumaguete,Robinsons Place Dumaguete,visayas
adidas,robinsons,robinsons-galleria-cebu,Robinsons Galleria Cebu,visayas
adidas,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
adidas,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
adidas,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
adidas,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
adidas,robinsons,robinsons-pagadian,Robinsons Pagadian,mindanao
adidas,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
adidas,sm,sm-cdo-downtown,SM CDO Downtown Premier,mindanao
adidas,sm,sm-city-bacolod,SM City Bacolod,visayas
adidas,sm,sm-city-baguio,SM City Baguio,north-luzon
adidas,sm,sm-city-cagayan-de-oro,SM City CDO Uptown,mindanao
adidas,sm,sm-city-cebu,SM City Cebu,visayas
adidas,sm,sm-city-clark,SM City Clark,north-luzon
adidas,sm,sm-city-davao,SM City Davao,mindanao
adidas,sm,sm-city-fairview,SM City Fairview,metro-manila
adidas,sm,sm-city-iloilo,SM City Iloilo,visayas
adidas,sm,sm-city-la-union,SM City La Union,north-luzon
adidas,sm,sm-city-laoag,SM City Laoag,north-luzon
adidas,sm,sm-city-lipa,SM City Lipa,south-luzon
adidas,sm,sm-city-masinag,SM City Masinag,metro-manila
adidas,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
adidas,sm,sm-city-san-lazaro,SM City San Lazaro,metro-manila
adidas,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
adidas,sm,sm-megamall,SM Megamall,metro-manila
adidas brand center,ayala,ayala-glorietta,Glorietta,metro-manila
adidas brand center,ayala,ayala-trinoma,Trinoma,metro-manila
adidas nbhd,ayala,ayala-up-town-center,U. P. Town Center,metro-manila
adidas originals,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
adidas originals,megaworld,uptown-mall,Uptown Mall,metro-manila
adidas originals,sm,the-podium,The Podium,metro-manila
adionet,robinsons,robinsons-butuan,Robinsons Place Butuan,mindanao
adobo connection,robinsons,robinsons-ilocos,Robinsons Place Ilocos,north-luzon
adora,ayala,ayala-greenbelt,Greenbelt,metro-manila
adrianas,sm,sm-city-daet,SM City Daet,south-luzon
adrianas,sm,sm-city-naga,SM City Naga,south-luzon
adrianas,sm,sm-city-sorsogon,SM City Sorsogon,south-luzon
ads smoothies and pastries,robinsons,robinsons-roxas,Robinsons Place Roxas,visayas
ads watch and jewelry accessories,robinsons,robinsons-antique,Robinsons Place Antique,visayas
advance chiropractic clinic,sm,sm-city-bacolod,SM City Bacolod,visayas
